playerA,PlayerB,who_win,Aset1,Aset2,Aset3,Aset4,Aset5,Bset1,Bset2,Bset3,Bset4,Bset5,Exact Number of Sets,Total Points,First Game Winner,Sets Decided by Extra Points
346876,345345,1,9,12,9,11,6,11,10,11,9,11,5,99,1,1
346721,345500,1,8,8,6,-,-,11,11,11,-,-,3,55,1,0
345243,345626,0,5,4,14,12,11,11,11,12,10,9,5,99,1,2
345346,345234,0,11,11,9,11,-,5,7,11,3,-,4,68,0,0
345232,343949,1,7,5,6,-,-,11,11,11,-,-,3,51,1,0
345498,345842,0,3,13,8,11,11,11,11,11,8,6,5,93,1,1
345342,345343,1,10,9,7,-,-,12,11,11,-,-,3,60,1,1
343606,345234,0,12,10,11,11,11,10,12,13,8,9,5,107,0,3
346876,343949,0,8,7,11,11,11,11,11,6,7,6,5,89,1,0
346721,345842,0,11,8,11,11,-,3,11,8,8,-,4,71,0,0
345243,345343,1,8,12,9,11,7,11,10,11,8,11,5,98,1,1
345346,346921,0,11,8,11,15,-,9,11,5,13,-,4,83,0,1
345232,345345,1,10,5,11,1,-,12,11,6,11,-,4,67,1,1
345498,345500,1,10,11,8,5,-,12,7,11,11,-,4,75,1,1
345243,345342,0,11,8,11,12,11,9,11,6,14,7,5,100,0,1
343606,345346,1,13,4,11,8,5,11,11,7,11,11,5,92,0,1
346876,345232,0,11,11,11,-,-,7,9,3,-,-,3,52,0,0
346721,345498,1,11,9,7,5,-,1,11,11,11,-,4,66,0,0
345342,345626,1,3,10,9,-,-,11,12,11,-,-,3,56,1,1
343606,346921,0,10,11,11,9,11,12,7,8,11,4,5,94,1,1
343949,345345,1,4,11,4,11,-,11,4,11,13,-,4,69,1,1
345842,345500,1,11,8,5,7,-,7,11,11,11,-,4,71,0,0
345343,345626,1,7,9,8,-,-,11,11,11,-,-,3,57,1,0
346921,343606,1,11,5,11,7,9,7,11,4,11,11,5,87,0,0
345345,346876,0,11,11,11,-,-,9,7,8,-,-,3,57,0,0
345500,346721,0,11,11,11,-,-,8,5,3,-,-,3,49,0,0
345626,345243,0,11,11,11,11,-,3,6,13,9,-,4,75,0,1
345234,345346,1,9,11,11,6,4,11,5,8,11,11,5,87,1,0
343949,345232,1,9,11,8,11,9,11,7,11,5,11,5,93,1,0
345842,345498,1,9,11,9,7,-,11,9,11,11,-,4,78,1,0
345343,345342,0,5,11,11,11,-,11,8,6,8,-,4,71,1,0
345234,343606,0,11,11,11,-,-,9,7,3,-,-,3,52,0,0
343949,346876,1,5,11,10,9,-,11,8,12,11,-,4,77,1,1
345842,346721,1,11,7,4,7,-,7,11,11,11,-,4,69,0,0
345343,345243,1,11,11,11,9,14,5,13,5,11,16,5,106,0,2
346921,345346,0,11,11,14,11,-,9,8,16,6,-,4,86,0,1
345345,345232,0,11,11,11,-,-,7,7,7,-,-,3,54,0,0
345500,345498,0,11,9,11,2,11,7,11,6,11,7,5,86,0,0
345626,345342,0,11,11,12,-,-,3,6,10,-,-,3,53,0,1
345346,343606,0,6,11,11,11,-,11,8,4,8,-,4,70,1,0
345232,346876,1,13,5,4,9,-,11,11,11,11,-,4,75,0,1
345498,346721,0,11,9,11,2,11,6,11,4,11,8,5,84,0,0
345342,345243,1,5,3,5,-,-,11,11,11,-,-,3,46,1,0
346921,345234,0,12,11,11,-,-,10,8,4,-,-,3,56,0,1
345345,343949,0,9,10,11,11,11,11,12,9,5,6,5,95,1,1
345500,345842,0,9,11,11,11,-,11,9,6,5,-,4,73,1,0
345626,345343,0,11,5,11,9,11,5,11,5,11,5,5,84,0,0
343653,344926,1,6,8,7,-,-,11,11,11,-,-,3,54,1,0
345240,345348,1,11,6,9,11,11,9,11,11,7,13,5,99,0,1
346462,345501,1,11,3,9,10,-,6,11,11,12,-,4,73,0,1
345245,345229,0,11,11,11,-,-,9,8,7,-,-,3,57,0,0
345347,344926,1,6,7,13,-,-,11,11,15,-,-,3,63,1,1
344287,343653,0,11,11,17,-,-,9,7,15,-,-,3,70,0,1
345420,345505,1,9,5,6,-,-,11,11,11,-,-,3,53,1,0
345228,345225,0,13,11,9,11,-,11,5,11,3,-,4,74,0,1
345348,345347,1,5,15,11,6,7,11,13,6,11,11,5,96,1,1
344926,344287,1,8,11,9,6,-,11,5,11,11,-,4,72,1,0
346462,345505,1,6,7,7,-,-,11,11,11,-,-,3,53,1,0
345245,345225,0,6,11,11,11,-,11,6,3,7,-,4,66,1,0
343693,343653,0,9,8,11,11,13,11,11,8,9,11,5,102,1,1
345706,345240,0,12,10,11,11,-,10,12,9,5,-,4,80,0,2
345240,343693,0,5,7,11,11,11,11,11,8,6,5,5,86,1,0
345347,345706,0,12,12,11,-,-,10,10,6,-,-,3,61,0,2
345420,345501,0,11,11,8,12,-,1,6,11,10,-,4,70,0,1
345228,345229,0,9,11,8,11,11,11,7,11,8,9,5,96,1,0
344287,345348,1,5,10,11,7,-,11,12,9,11,-,4,76,1,1
345706,343693,1,3,7,14,7,-,11,11,12,11,-,4,76,1,1
346462,345420,1,11,3,7,-,-,13,11,11,-,-,3,56,1,1
345245,345228,0,13,11,9,11,-,11,5,11,5,-,4,76,0,1
343693,344926,0,11,11,11,11,-,13,9,9,9,-,4,84,1,1
345348,343653,0,11,11,7,9,11,7,7,11,11,1,5,86,0,0
345505,345501,1,9,6,7,-,-,11,11,11,-,-,3,55,1,0
345225,345229,1,9,8,11,11,9,11,11,8,7,11,5,96,1,0
345706,344287,0,11,11,11,11,-,7,13,7,6,-,4,77,0,1
345240,345347,0,11,12,12,-,-,7,10,10,-,-,3,62,0,2
345501,346462,0,11,11,11,-,-,5,8,9,-,-,3,55,0,0
345229,345245,1,8,11,11,9,-,11,9,13,11,-,4,83,1,1
345347,343693,1,7,11,7,7,-,11,7,11,11,-,4,72,1,0
344287,345240,1,11,6,11,6,8,9,11,9,11,11,5,93,0,0
345505,345420,0,10,11,4,11,11,12,8,11,8,4,5,90,1,1
345225,345228,0,11,11,8,11,-,9,4,11,9,-,4,74,0,0
343653,345706,0,11,11,3,6,13,9,8,11,11,11,5,94,0,1
344926,345348,1,6,11,10,9,-,11,9,12,11,-,4,79,1,1
345505,346462,0,11,10,11,11,-,4,12,5,8,-,4,72,0,1
345225,345245,0,11,11,4,11,-,9,8,11,4,-,4,69,0,0
343693,345348,1,11,6,6,9,-,4,11,11,11,-,4,69,0,0
345706,344926,0,11,11,2,14,11,7,6,11,16,9,5,98,0,1
345240,343653,0,11,12,11,-,-,7,10,9,-,-,3,60,0,1
345347,344287,0,11,11,11,-,-,8,8,7,-,-,3,56,0,0
345501,345420,1,13,11,5,8,9,11,6,11,11,11,5,96,0,1
345229,345228,1,8,7,5,-,-,11,11,11,-,-,3,53,1,0
344287,343693,1,9,2,7,-,-,11,11,11,-,-,3,51,1,0
343653,345347,1,7,11,12,5,9,11,7,10,11,11,5,94,1,1
345420,346462,1,11,11,10,8,10,9,8,12,11,12,5,102,0,2
345228,345245,1,11,9,11,7,5,3,11,7,11,11,5,86,0,0
344926,345240,1,7,9,5,-,-,11,11,11,-,-,3,54,1,0
345348,345706,1,8,15,8,8,-,11,13,11,11,-,4,85,1,1
345501,345505,0,12,18,11,-,-,10,16,5,-,-,3,72,0,2
345229,345225,1,4,12,9,-,-,11,14,11,-,-,3,61,1,1
345424,345550,0,11,12,11,-,-,6,10,9,-,-,3,59,0,1
345553,345551,1,7,4,8,-,-,11,11,11,-,-,3,52,1,0
345424,345551,0,10,11,9,11,11,12,7,11,3,7,5,92,1,1
345553,345550,0,11,11,8,11,-,9,9,11,8,-,4,78,0,0
345424,345553,1,8,11,8,8,-,11,5,11,11,-,4,73,1,0
345551,345550,0,12,11,12,-,-,10,8,10,-,-,3,63,0,2
345550,345424,0,11,11,9,8,11,7,9,11,11,8,5,96,0,0
345551,345553,0,11,12,11,11,-,9,14,8,7,-,4,83,0,1
345551,345424,1,8,7,9,-,-,11,11,11,-,-,3,57,1,0
345550,345553,1,11,6,9,8,-,6,11,11,11,-,4,73,0,0
345553,345424,0,13,11,5,11,-,11,8,11,2,-,4,72,0,1
345550,345551,1,10,10,9,-,-,12,12,11,-,-,3,64,1,2
344287,345240,0,13,11,9,11,-,11,7,11,8,-,4,81,0,1
345813,346151,0,13,11,11,-,-,11,9,6,-,-,3,61,0,1
346462,345627,1,11,9,11,8,10,8,11,6,11,12,5,97,0,1
345348,343608,0,12,8,11,6,11,10,11,9,11,9,5,98,0,1
345703,346150,0,6,7,11,11,11,11,11,9,5,4,5,86,1,0
345702,345421,1,11,11,9,4,6,9,6,11,11,11,5,89,0,0
344287,343608,0,7,13,6,11,11,11,11,11,9,3,5,93,1,1
345813,346150,1,5,11,6,9,-,11,6,11,11,-,4,70,1,0
346462,345421,1,5,11,7,11,6,11,6,11,7,11,5,86,1,0
345348,344287,0,5,11,11,12,-,11,8,9,10,-,4,77,1,1
345703,346151,0,11,11,11,-,-,8,5,3,-,-,3,49,0,0
345702,345627,0,7,11,11,14,11,11,7,7,16,8,5,103,1,1
344287,345348,0,11,11,9,11,11,13,8,11,9,3,5,97,1,1
345813,345703,0,11,12,11,-,-,9,10,4,-,-,3,57,0,1
346462,345702,1,10,5,5,-,-,12,11,11,-,-,3,54,1,1
343608,345240,1,5,10,11,11,6,11,12,9,6,11,5,92,1,1
346150,346151,1,7,11,7,11,9,11,6,11,9,11,5,93,1,0
345421,345627,0,11,11,11,-,-,5,8,9,-,-,3,55,0,0
345240,344287,0,11,11,4,11,-,9,6,11,8,-,4,71,0,0
346151,345813,1,9,6,2,-,-,11,11,11,-,-,3,50,1,0
345627,346462,0,12,11,8,6,11,10,4,11,11,7,5,91,0,1
343608,345348,1,11,5,11,7,6,9,11,9,11,11,5,91,0,0
346150,345703,1,11,6,8,7,-,5,11,11,11,-,4,70,0,0
345421,345702,0,14,12,11,-,-,12,10,8,-,-,3,67,0,2
343608,344287,0,12,6,11,11,-,10,11,6,8,-,4,75,0,1
346150,345813,0,10,11,11,11,-,12,6,6,6,-,4,73,1,1
345421,346462,0,11,11,11,-,-,5,7,8,-,-,3,53,0,0
345240,345348,1,6,4,4,-,-,11,11,11,-,-,3,47,1,0
346151,345703,0,2,11,9,11,11,11,4,11,9,8,5,87,1,0
345627,345702,0,11,11,14,-,-,5,6,12,-,-,3,59,0,1
345348,345240,0,11,15,11,-,-,7,13,6,-,-,3,63,0,1
345703,345813,0,12,11,9,11,-,10,7,11,9,-,4,80,0,1
345702,346462,0,11,11,11,-,-,6,3,3,-,-,3,45,0,0
345240,343608,0,11,11,11,-,-,9,9,8,-,-,3,59,0,0
346151,346150,0,11,4,11,7,11,9,11,8,11,6,5,89,0,0
345627,345421,0,11,6,11,11,-,8,11,7,9,-,4,74,0,0
345549,345814,0,11,11,11,-,-,8,5,2,-,-,3,48,0,0
345351,345350,0,9,11,12,11,-,11,3,10,6,-,4,73,1,1
345545,345504,0,11,7,13,11,-,8,11,11,7,-,4,79,0,1
345343,345243,0,12,11,7,11,-,10,5,11,4,-,4,71,0,1
344199,344435,1,9,8,6,-,-,11,11,11,-,-,3,56,1,0
344436,344433,0,11,11,11,11,-,13,9,7,4,-,4,77,1,1
345546,345349,0,11,8,11,14,-,7,11,8,12,-,4,82,0,1
346025,345227,0,11,6,11,11,-,4,11,7,7,-,4,68,0,0
345814,344433,0,11,11,6,11,-,9,8,11,7,-,4,74,0,0
344435,344436,1,6,11,11,11,9,11,13,5,8,11,5,96,1,1
345545,345349,0,8,6,12,13,11,11,11,10,11,1,5,94,1,2
345343,345227,0,12,11,11,-,-,10,6,7,-,-,3,57,0,1
345350,344199,0,11,11,9,11,-,6,7,11,8,-,4,74,0,0
345549,345351,1,11,4,10,8,-,8,11,12,11,-,4,75,0,1
345351,345814,1,8,8,7,-,-,11,11,11,-,-,3,56,1,0
344199,345549,1,4,4,8,-,-,11,11,11,-,-,3,49,1,0
345546,345504,1,7,9,5,-,-,11,11,11,-,-,3,54,1,0
346025,345243,0,8,11,11,9,11,11,9,8,11,8,5,97,1,0
344436,345350,1,11,5,11,5,5,5,11,6,11,11,5,81,0,0
344433,344435,1,6,7,6,-,-,11,11,11,-,-,3,52,1,0
345545,345546,0,5,11,11,8,11,11,9,7,11,7,5,91,1,0
345343,346025,1,11,10,5,6,-,7,12,11,11,-,4,73,0,1
345814,344435,0,4,11,9,11,11,11,8,11,9,2,5,87,1,0
345350,344433,1,10,5,9,-,-,12,11,11,-,-,3,58,1,1
345349,345504,0,14,8,11,11,-,12,11,7,7,-,4,81,0,1
345227,345243,0,7,11,11,9,11,11,8,8,11,8,5,95,1,0
345549,344436,0,11,10,11,11,11,13,12,8,6,6,5,99,1,2
345351,344199,0,11,11,11,-,-,7,3,8,-,-,3,51,0,0
345504,345545,1,9,9,11,8,-,11,11,7,11,-,4,77,1,0
345243,345343,0,8,11,12,11,-,11,3,10,6,-,4,72,1,1
344199,345814,0,8,11,11,9,12,11,6,7,11,10,5,96,1,1
344436,345351,0,11,11,8,7,11,5,4,11,11,2,5,81,0,0
345349,345546,1,9,7,13,-,-,11,11,15,-,-,3,66,1,1
345227,346025,1,11,9,6,8,-,9,11,11,11,-,4,76,0,0
344433,345549,1,7,7,11,3,-,11,11,8,11,-,4,69,1,0
344435,345350,1,7,13,9,11,4,11,11,11,9,11,5,97,1,1
345349,345545,1,11,7,10,11,6,1,11,12,6,11,5,86,0,1
345227,345343,1,9,11,12,-,-,11,13,14,-,-,3,70,1,2
345814,345350,0,7,11,11,15,11,11,9,5,17,9,5,106,1,1
345549,344435,0,11,11,11,-,-,8,3,6,-,-,3,50,0,0
345351,344433,0,8,7,11,11,11,11,11,8,3,5,5,86,1,0
344199,344436,1,5,11,3,11,8,11,9,11,5,11,5,85,1,0
345504,345546,0,11,11,11,9,14,13,8,9,11,12,5,109,1,2
345243,346025,0,11,5,8,12,14,9,11,11,10,12,5,103,0,2
344436,345814,1,11,11,5,9,10,7,3,11,11,12,5,90,0,1
344433,344199,0,11,11,11,-,-,4,7,7,-,-,3,51,0,0
345546,345545,0,13,11,11,-,-,11,7,6,-,-,3,59,0,1
346025,345343,0,11,11,9,11,-,5,9,11,9,-,4,76,0,0
344435,345351,1,8,4,5,-,-,11,11,11,-,-,3,50,1,0
345350,345549,1,4,10,6,-,-,11,12,11,-,-,3,54,1,1
345504,345349,0,11,4,11,11,-,8,11,8,5,-,4,69,0,0
345243,345227,0,6,13,11,8,11,11,11,8,11,9,5,99,1,1
344104,343606,1,11,13,9,12,10,4,11,11,14,12,5,107,0,3
345551,343797,0,5,14,11,11,13,11,16,7,6,11,5,105,1,2
346497,345232,0,11,11,11,-,-,3,4,4,-,-,3,44,0,0
345550,345553,1,11,13,6,9,2,9,11,11,11,11,5,94,0,1
344104,345232,0,11,11,11,-,-,8,6,3,-,-,3,50,0,0
345551,345553,1,11,8,11,4,8,5,11,4,11,11,5,84,0,0
346497,343606,0,9,11,11,12,-,11,9,4,10,-,4,77,1,1
345550,343797,0,11,11,11,11,-,4,13,9,7,-,4,77,0,1
344104,346497,1,13,11,11,9,9,15,6,1,11,11,5,97,1,1
345551,345550,0,7,7,11,11,11,11,11,6,6,7,5,88,1,0
345232,343606,1,9,5,6,-,-,11,11,11,-,-,3,53,1,0
345553,343797,1,11,12,11,8,9,5,14,9,11,11,5,101,0,1
343606,344104,0,11,7,11,7,11,9,11,7,11,7,5,92,0,0
343797,345551,1,16,2,8,11,5,14,11,11,8,11,5,97,0,1
345232,346497,0,11,11,7,11,-,4,7,11,6,-,4,68,0,0
345553,345550,0,9,11,11,10,11,11,7,3,12,8,5,93,1,1
345232,344104,1,9,11,7,11,5,11,9,11,6,11,5,91,1,0
345553,345551,0,10,9,11,11,12,12,11,8,4,10,5,98,1,2
343606,346497,1,11,9,4,9,-,9,11,11,11,-,4,75,0,0
343797,345550,0,11,9,14,4,11,7,11,12,11,3,5,93,0,1
346497,344104,0,11,11,11,11,-,5,2,13,7,-,4,71,0,1
345550,345551,1,6,5,9,-,-,11,11,11,-,-,3,53,1,0
343606,345232,0,3,11,6,15,11,11,9,11,13,9,5,99,1,1
343797,345553,1,11,9,9,8,-,5,11,11,11,-,4,75,0,0
344107,344258,1,11,5,4,6,-,6,11,11,11,-,4,65,0,0
345705,345704,1,11,11,11,10,8,8,13,8,12,11,5,103,0,2
344109,344258,0,11,11,11,-,-,8,6,4,-,-,3,51,0,0
345337,345340,1,5,5,7,-,-,11,11,11,-,-,3,50,1,0
346150,346151,1,9,2,11,2,-,11,11,9,11,-,4,66,1,0
345423,345422,0,9,11,11,9,11,11,3,5,11,7,5,88,1,0
345705,346151,1,7,9,11,11,7,11,11,4,7,11,5,89,1,0
344109,344107,1,7,4,11,8,-,11,11,5,11,-,4,68,1,0
345337,345422,1,3,2,3,-,-,11,11,11,-,-,3,41,1,0
346150,345704,1,8,12,8,-,-,11,14,11,-,-,3,64,1,1
345423,345340,0,4,9,11,11,11,11,11,8,6,7,5,89,1,0
345705,346150,1,9,6,7,-,-,11,11,11,-,-,3,55,1,0
345337,345423,1,11,11,10,4,10,8,8,12,11,12,5,97,0,2
346151,345704,0,15,11,11,-,-,13,9,5,-,-,3,64,0,1
344258,344107,1,11,11,6,11,4,6,13,11,9,11,5,93,0,1
345422,345340,0,7,11,5,11,11,11,8,11,8,9,5,92,1,0
345704,345705,1,9,6,11,11,7,11,11,5,9,11,5,91,1,0
344258,344109,0,11,11,11,-,-,9,8,8,-,-,3,58,0,0
345340,345337,0,3,11,8,11,11,11,7,11,2,9,5,84,1,0
346151,346150,0,11,11,11,-,-,7,6,1,-,-,3,47,0,0
345422,345423,0,8,11,11,11,-,11,9,8,8,-,4,77,1,0
346151,345705,0,11,11,11,-,-,3,8,6,-,-,3,50,0,0
344107,344109,1,11,8,8,10,-,8,11,11,12,-,4,79,0,1
345422,345337,0,11,11,9,11,-,9,5,11,5,-,4,72,0,0
345704,346150,0,7,11,11,11,-,11,5,3,3,-,4,62,1,0
345340,345423,1,9,6,11,-,-,11,11,13,-,-,3,61,1,1
346150,345705,0,11,11,11,-,-,5,9,8,-,-,3,55,0,0
345423,345337,1,11,11,11,7,12,13,7,7,11,14,5,104,1,2
345704,346151,1,11,11,4,9,6,9,5,11,11,11,5,88,0,0
344427,347253,1,9,7,11,9,-,11,11,9,11,-,4,78,1,0
344426,343485,1,10,11,11,8,4,12,5,7,11,11,5,90,1,1
345340,345422,1,11,7,8,8,-,8,11,11,11,-,4,75,0,0
345159,346497,0,11,11,11,-,-,3,5,3,-,-,3,44,0,0
346876,345232,0,3,11,11,11,-,11,8,7,7,-,4,69,1,0
345626,346027,1,8,9,12,-,-,11,11,14,-,-,3,65,1,1
347254,346462,0,11,11,11,-,-,5,8,7,-,-,3,53,0,0
347253,345232,0,11,11,8,11,-,5,4,11,9,-,4,70,0,0
346497,346876,1,6,11,11,7,6,11,5,8,11,11,5,87,1,0
346026,345342,0,11,10,11,6,11,8,12,6,11,7,5,93,0,1
345499,346721,0,12,11,6,18,-,10,7,11,16,-,4,91,0,2
343485,345159,1,9,11,9,11,8,11,7,11,9,11,5,97,1,0
344427,344426,1,6,13,6,-,-,11,15,11,-,-,3,62,1,1
345626,345342,0,12,11,10,11,-,10,2,12,6,-,4,74,0,2
347254,346721,0,11,11,11,-,-,7,9,8,-,-,3,57,0,0
344426,347253,0,11,8,11,11,-,2,11,5,5,-,4,64,0,0
345159,344427,0,11,11,11,-,-,5,4,4,-,-,3,46,0,0
346026,346027,0,13,7,12,11,-,11,11,10,9,-,4,84,0,2
345499,346462,0,11,11,11,-,-,7,7,4,-,-,3,51,0,0
346876,343485,1,7,10,8,-,-,11,12,11,-,-,3,59,1,1
345232,346497,1,6,7,5,-,-,11,11,11,-,-,3,51,1,0
345626,346026,1,11,7,9,5,-,8,11,11,11,-,4,73,0,0
347254,345499,1,7,11,11,4,10,11,9,7,11,12,5,93,1,1
347253,346497,0,11,11,11,-,-,9,9,7,-,-,3,58,0,0
343485,345232,1,9,5,7,-,-,11,11,11,-,-,3,54,1,0
345342,346027,1,11,9,11,5,6,7,11,9,11,11,5,91,0,0
346721,346462,1,11,5,12,2,-,13,11,10,11,-,4,75,1,2
344427,346876,1,6,2,8,-,-,11,11,11,-,-,3,49,1,0
344426,345159,1,5,11,7,3,-,11,6,11,11,-,4,65,1,0
346027,345626,1,11,5,9,8,-,7,11,11,11,-,4,73,0,0
346462,347254,1,6,11,12,12,11,11,6,10,14,13,5,106,1,3
345159,347253,1,11,10,11,11,8,9,12,13,9,11,5,105,0,2
346876,344426,0,11,14,11,-,-,2,12,2,-,-,3,52,0,1
345342,346026,1,7,11,11,6,8,11,9,4,11,11,5,89,1,0
346721,345499,1,3,11,6,8,-,11,7,11,11,-,4,68,1,0
345232,344427,0,13,12,11,-,-,11,10,6,-,-,3,63,0,2
346497,343485,0,13,11,11,-,-,11,9,9,-,-,3,64,0,1
345342,345626,1,6,6,8,-,-,11,11,11,-,-,3,53,1,0
346721,347254,1,3,11,8,-,-,11,13,11,-,-,3,57,1,1
347253,343485,0,11,10,4,11,11,5,12,11,7,3,5,85,0,1
344427,346497,0,12,11,11,15,11,14,8,9,17,7,5,115,1,2
346027,346026,1,5,11,7,-,-,11,13,11,-,-,3,58,1,1
346462,345499,1,6,4,11,11,10,11,11,7,9,12,5,92,1,1
344426,345232,0,11,11,11,7,12,8,13,7,11,10,5,101,0,2
345159,346876,1,13,9,8,11,-,11,11,11,13,-,4,87,0,2
346026,345626,0,11,12,6,9,11,7,10,11,11,3,5,91,0,1
345499,347254,0,11,16,11,-,-,7,14,7,-,-,3,66,0,1
346876,347253,1,6,7,5,-,-,11,11,11,-,-,3,51,1,0
345232,345159,1,11,11,14,4,4,6,6,16,11,11,5,94,0,1
346027,345342,1,7,9,4,-,-,11,11,11,-,-,3,53,1,0
346462,346721,1,11,2,9,7,-,9,11,11,11,-,4,71,0,0
346497,344426,1,8,7,8,-,-,11,11,11,-,-,3,56,1,0
343485,344427,1,7,9,8,-,-,11,11,11,-,-,3,57,1,0
345701,347255,0,8,11,11,11,-,11,6,7,4,-,4,69,1,0
345350,344912,0,7,11,9,11,14,11,6,11,9,12,5,101,1,1
345552,344713,1,11,11,4,7,7,5,8,11,11,11,5,86,0,0
345496,345500,1,11,5,7,7,-,8,11,11,11,-,4,71,0,0
345551,345550,0,11,11,12,-,-,8,8,10,-,-,3,60,0,1
345553,345351,1,11,7,9,3,-,6,11,11,11,-,4,69,0,0
345701,345500,1,6,8,3,-,-,11,11,11,-,-,3,50,1,0
345350,345550,1,9,6,11,-,-,11,11,13,-,-,3,61,1,1
345552,345351,0,16,9,11,11,-,14,11,6,9,-,4,87,0,1
345496,347255,0,11,11,11,-,-,2,3,7,-,-,3,45,0,0
345551,344912,1,9,10,6,-,-,11,12,11,-,-,3,59,1,1
345553,344713,0,8,2,11,11,11,11,11,6,3,7,5,81,1,0
345701,345496,1,6,11,11,11,5,11,8,13,9,11,5,96,1,1
345350,345551,0,11,12,11,-,-,7,10,9,-,-,3,60,0,1
345552,345553,0,11,11,11,-,-,5,8,6,-,-,3,52,0,0
345500,347255,1,6,11,5,-,-,11,13,11,-,-,3,57,1,1
345550,344912,0,11,11,9,11,-,7,8,11,2,-,4,70,0,0
345351,344713,0,11,11,11,-,-,9,9,6,-,-,3,57,0,0
347255,345701,1,4,3,8,-,-,11,11,11,-,-,3,48,1,0
344912,345350,0,9,11,13,10,11,11,5,11,12,5,5,98,1,2
344713,345552,1,7,11,9,9,-,11,4,11,11,-,4,73,1,0
345500,345496,1,6,9,11,8,-,11,11,9,11,-,4,76,1,0
345550,345551,1,9,5,7,-,-,11,11,11,-,-,3,54,1,0
345351,345553,0,6,11,11,6,11,11,4,3,11,4,5,78,1,0
345500,345701,1,11,3,8,3,-,6,11,11,11,-,4,64,0,0
345550,345350,0,11,11,10,11,-,6,9,12,5,-,4,75,0,1
345351,345552,0,11,11,11,-,-,5,6,9,-,-,3,53,0,0
347255,345496,1,7,8,11,6,-,11,11,8,11,-,4,73,1,0
344912,345551,0,11,9,11,7,11,8,11,9,11,8,5,96,0,0
344713,345553,1,9,13,3,-,-,11,15,11,-,-,3,62,1,1
345496,345701,0,6,11,12,11,-,11,8,10,9,-,4,78,1,1
345551,345350,1,6,3,6,-,-,11,11,11,-,-,3,48,1,0
345553,345552,1,4,9,11,6,-,11,11,9,11,-,4,72,1,0
347255,345500,0,6,13,9,12,11,11,11,11,10,1,5,95,1,2
344912,345550,0,11,6,11,11,-,7,11,9,8,-,4,74,0,0
344713,345351,1,11,4,7,-,-,13,11,11,-,-,3,57,1,1
344107,344110,1,11,6,8,7,-,4,11,11,11,-,4,69,0,0
344258,344110,1,7,11,11,1,8,11,9,9,11,11,5,89,1,0
344110,344109,1,12,6,6,4,-,10,11,11,11,-,4,71,0,1
344109,344110,1,12,4,11,9,10,10,11,7,11,12,5,97,0,2
344110,344107,0,11,7,11,11,-,9,11,8,6,-,4,74,0,0
344110,344258,0,11,11,11,-,-,5,9,4,-,-,3,51,0,0
343606,343516,1,11,6,5,7,-,9,11,11,11,-,4,71,0,0
344287,346248,0,11,12,11,-,-,7,10,8,-,-,3,59,0,1
343944,345234,0,11,11,8,11,11,8,13,11,9,8,5,101,0,1
345539,343802,1,11,9,3,9,-,8,11,11,11,-,4,73,0,0
345568,345627,0,11,11,11,11,-,8,13,8,8,-,4,81,0,1
343606,345234,1,11,7,9,8,-,7,11,11,11,-,4,75,0,0
344287,343802,0,11,8,7,11,11,5,11,11,9,7,5,91,0,0
345244,345226,0,11,11,7,11,-,6,7,11,8,-,4,72,0,0
345349,345547,0,11,9,11,13,-,5,11,1,11,-,4,72,0,1
343944,343516,1,9,5,4,-,-,11,11,11,-,-,3,51,1,0
345539,346248,0,11,11,11,-,-,8,9,9,-,-,3,59,0,0
346025,346026,1,11,11,4,7,6,8,6,11,11,11,5,86,0,0
345568,345547,1,8,6,11,8,-,11,11,7,11,-,4,73,1,0
343606,343944,0,11,11,11,-,-,9,9,6,-,-,3,57,0,0
344287,345539,0,11,5,11,17,-,9,11,5,15,-,4,84,0,1
345244,346026,1,6,12,10,11,3,11,10,12,9,11,5,95,1,2
345349,345627,0,12,11,12,-,-,10,5,10,-,-,3,60,0,2
345234,343516,1,6,10,11,5,-,11,12,8,11,-,4,74,1,1
343802,346248,0,14,11,11,-,-,12,7,6,-,-,3,61,0,1
346025,345226,0,11,11,11,-,-,2,9,8,-,-,3,52,0,0
345568,345349,1,10,11,8,5,-,12,9,11,11,-,4,77,1,1
343516,343606,0,11,11,11,-,-,8,3,7,-,-,3,51,0,0
346248,344287,1,9,4,12,10,-,11,11,10,12,-,4,79,1,2
345244,346025,1,11,11,8,2,13,9,9,11,11,15,5,100,0,1
345547,345627,1,8,7,13,11,7,11,11,11,6,11,5,96,1,1
345234,343944,1,13,8,9,-,-,15,11,11,-,-,3,67,1,1
343802,345539,1,13,5,4,11,8,11,11,11,5,11,5,90,0,1
346026,345226,0,11,11,11,-,-,5,9,4,-,-,3,51,0,0
345627,345568,0,5,9,11,11,11,11,11,5,7,9,5,90,1,0
345234,343606,0,5,9,11,11,11,11,11,5,6,2,5,82,1,0
343802,344287,1,11,8,6,11,8,9,11,11,5,11,5,91,0,0
345226,345244,1,11,10,3,-,-,13,12,11,-,-,3,60,1,2
345547,345349,1,11,11,8,11,1,5,7,11,13,11,5,89,0,1
343516,343944,0,15,11,10,11,-,13,6,12,6,-,4,84,0,2
346248,345539,1,3,10,9,-,-,11,12,11,-,-,3,56,1,1
346026,346025,1,12,4,7,11,5,10,11,11,9,11,5,91,0,1
345547,345568,0,11,7,11,4,11,8,11,7,11,6,5,87,0,0
343944,343606,1,5,7,4,-,-,11,11,11,-,-,3,49,1,0
345539,344287,0,7,11,11,7,11,11,8,5,11,9,5,91,1,0
