playerA,PlayerB,who_win,Aset1,Aset2,Aset3,Aset4,Aset5,Bset1,Bset2,Bset3,Bset4,Bset5,Exact Number of Sets,Total Points,First Game Winner,Sets Decided by Extra Points
355053,345499,0,11,12,11,-,-,7,10,8,-,-,3,59,0,1
349212,345504,1,9,11,4,14,6,11,6,11,12,11,5,95,1,1
343948,350329,1,11,11,5,11,8,9,13,11,6,11,5,96,0,1
345499,355054,1,11,8,7,9,-,9,11,11,11,-,4,77,0,0
345501,346298,0,11,11,11,-,-,9,7,7,-,-,3,56,0,0
343410,343948,0,13,11,15,-,-,11,8,13,-,-,3,71,0,2
355053,345546,0,11,2,11,8,11,6,11,6,11,2,5,79,0,0
349213,345501,1,12,12,5,3,5,10,10,11,11,11,5,90,0,2
343445,349212,1,5,5,7,-,-,11,11,11,-,-,3,50,1,0
345240,345349,1,12,8,4,-,-,14,11,11,-,-,3,60,1,1
345227,347781,1,11,5,12,6,9,5,11,10,11,11,5,91,0,1
345240,347781,1,9,11,7,10,-,11,9,11,12,-,4,80,1,1
345227,345349,1,6,5,10,-,-,11,11,12,-,-,3,55,1,1
345240,345227,1,4,11,6,2,-,11,7,11,11,-,4,63,1,0
347781,345349,0,6,11,11,11,-,11,4,4,9,-,4,67,1,0
345349,345240,1,11,13,8,8,8,5,11,11,11,11,5,97,0,1
347781,345227,1,12,10,11,11,10,10,12,9,13,12,5,110,0,4
347781,345240,0,7,11,11,13,-,11,8,8,11,-,4,80,1,1
345349,345227,0,12,7,9,11,11,10,11,11,8,5,5,95,0,1
345227,345240,0,11,11,11,-,-,7,5,8,-,-,3,53,0,0
345349,347781,0,11,5,11,11,11,7,11,13,9,7,5,96,0,1
345842,345500,1,7,9,7,-,-,11,11,11,-,-,3,56,1,0
345418,345500,0,11,7,11,9,13,9,11,8,11,11,5,101,0,1
345338,345500,1,4,2,9,-,-,11,11,11,-,-,3,48,1,0
348108,345234,0,11,11,11,-,-,8,5,8,-,-,3,54,0,0
346464,354866,0,2,11,11,11,-,11,3,2,7,-,4,58,1,0
353279,343516,0,6,12,11,6,11,11,10,8,11,8,5,94,1,1
346922,345341,1,13,8,11,9,-,15,11,6,11,-,4,84,1,1
345339,345813,1,5,11,14,6,-,11,4,16,11,-,4,78,1,1
345235,348537,0,11,8,11,12,11,9,11,8,14,5,5,100,0,1
353279,348038,1,12,6,13,-,-,14,11,15,-,-,3,71,1,2
346464,345813,0,11,11,9,11,-,7,5,11,6,-,4,71,0,0
346922,348537,0,4,11,11,11,-,11,8,3,8,-,4,67,1,0
345339,354866,1,11,9,7,8,-,9,11,11,11,-,4,77,0,0
345235,345341,0,11,12,11,-,-,8,10,6,-,-,3,58,0,1
346464,345339,1,3,11,6,8,-,11,9,11,11,-,4,70,1,0
343516,348038,1,11,19,4,11,5,8,21,11,2,11,5,103,0,1
346922,345235,1,11,11,7,8,12,7,1,11,11,14,5,93,0,1
345813,354866,0,11,11,11,-,-,5,5,8,-,-,3,51,0,0
348537,345341,0,12,11,10,11,-,10,9,12,2,-,4,77,0,2
354866,346464,1,11,6,6,-,-,13,11,11,-,-,3,58,1,1
343516,353279,0,9,11,11,11,-,11,8,8,7,-,4,76,1,0
345341,346922,1,5,8,9,-,-,11,11,11,-,-,3,55,1,0
345813,345339,1,11,6,9,11,9,7,11,11,5,11,5,91,0,0
348537,345235,1,10,5,7,-,-,12,11,11,-,-,3,56,1,1
348038,353279,0,11,11,11,-,-,5,5,7,-,-,3,50,0,0
345813,346464,1,5,9,11,8,-,11,11,7,11,-,4,73,1,0
348537,346922,1,5,11,9,8,-,11,9,11,11,-,4,75,1,0
354866,345339,1,5,8,10,-,-,11,11,12,-,-,3,57,1,1
345341,345235,0,11,18,8,11,-,7,16,11,2,-,4,84,0,1
348038,343516,0,11,11,9,11,-,9,8,11,3,-,4,73,0,0
345339,346464,0,11,12,7,11,-,6,10,11,4,-,4,72,0,1
345235,346922,0,11,11,11,-,-,9,6,5,-,-,3,53,0,0
354866,345813,0,11,10,11,12,-,5,12,9,10,-,4,80,0,2
345341,348537,0,11,11,11,-,-,6,6,5,-,-,3,50,0,0
350329,344287,0,9,8,11,11,11,11,11,2,5,7,5,86,1,0
346961,345245,1,11,8,11,3,7,9,11,5,11,11,5,87,0,0
350328,343948,1,8,8,11,11,15,11,11,7,7,17,5,106,1,1
344104,345548,1,8,7,8,-,-,11,11,11,-,-,3,56,1,0
343410,350328,1,7,9,13,11,-,11,11,11,13,-,4,86,1,2
347053,344104,0,11,7,7,11,13,8,11,11,8,11,5,98,0,1
346248,350329,0,5,11,9,11,11,11,9,11,8,8,5,94,1,0
343948,343410,1,5,11,10,11,8,11,4,12,7,11,5,90,1,1
345548,347053,0,11,11,9,11,-,5,7,11,3,-,4,68,0,0
344287,343948,1,11,9,11,3,9,6,11,7,11,11,5,89,0,0
345245,345548,1,11,3,11,2,7,7,11,6,11,11,5,80,0,0
346961,345228,0,11,11,10,11,-,5,9,12,5,-,4,74,0,1
350328,350329,0,8,11,3,11,11,11,9,11,6,5,5,86,1,0
344104,346961,0,11,7,11,11,-,4,11,5,9,-,4,69,0,0
343410,344287,0,12,9,11,8,11,10,11,4,11,7,5,94,0,1
347053,345245,1,9,9,12,9,-,11,11,10,11,-,4,82,1,1
346248,343410,1,12,7,9,-,-,14,11,11,-,-,3,64,1,1
345228,344104,0,11,10,8,11,11,9,12,11,9,6,5,98,0,1
345548,345228,0,6,13,6,12,11,11,11,11,10,8,5,99,1,2
344287,346248,1,7,5,11,11,4,11,11,9,9,11,5,89,1,0
354557,346961,0,11,12,9,11,-,8,10,11,7,-,4,79,0,1
345228,354557,1,6,9,11,9,-,11,11,5,11,-,4,73,1,0
354557,347053,0,11,15,11,11,-,6,17,3,4,-,4,78,0,1
345245,354557,0,11,11,9,11,-,7,4,11,9,-,4,73,0,0
345232,348038,1,13,7,7,-,-,15,11,11,-,-,3,64,1,1
345232,343516,0,6,11,11,9,14,11,6,8,11,12,5,99,1,1
345232,353279,1,4,5,11,3,-,11,11,9,11,-,4,65,1,0
348038,345232,0,5,11,11,11,-,11,9,7,5,-,4,70,1,0
343516,345232,1,10,11,7,11,9,12,9,11,2,11,5,93,1,1
353279,345232,0,11,11,9,11,-,8,4,11,7,-,4,72,0,0
345543,345541,1,11,4,12,6,9,6,11,10,11,11,5,91,0,1
348147,346248,1,11,8,8,8,-,7,11,11,11,-,4,75,0,0
350329,348147,0,11,11,9,11,-,7,8,11,6,-,4,74,0,0
343948,348147,0,11,11,9,11,-,4,8,11,3,-,4,68,0,0
348147,350328,1,13,9,11,11,5,15,11,4,9,11,5,99,1,1
347569,345349,1,10,8,12,-,-,12,11,14,-,-,3,67,1,2
345543,345349,1,12,2,7,9,-,10,11,11,11,-,4,73,0,1
347569,345541,1,12,10,6,7,-,10,12,11,11,-,4,79,0,2
345543,347569,1,10,6,11,8,-,12,11,5,11,-,4,74,1,1
345349,345541,0,11,5,11,10,11,6,11,4,12,7,5,88,0,1
345541,345543,0,11,11,11,-,-,6,4,9,-,-,3,52,0,0
345349,347569,0,3,11,10,11,11,11,5,12,6,7,5,87,1,1
345349,345543,0,15,11,11,-,-,13,5,8,-,-,3,63,0,1
345541,347569,1,11,12,8,9,-,8,14,11,11,-,4,84,0,1
347569,345543,1,10,8,11,7,-,12,11,6,11,-,4,76,1,1
345541,345349,1,7,9,11,11,7,11,11,5,7,11,5,90,1,0
354133,344504,1,7,12,3,11,10,11,10,11,7,12,5,94,1,2
345503,345497,0,8,11,11,9,11,11,6,8,11,7,5,93,1,0
343484,354494,0,6,11,11,13,11,11,6,3,15,7,5,94,1,1
345343,345626,1,8,9,3,-,-,11,11,11,-,-,3,53,1,0
347255,345499,1,3,16,9,-,-,11,18,11,-,-,3,68,1,1
354133,354494,0,6,11,11,6,11,11,5,8,11,8,5,88,1,0
345341,345243,0,11,11,3,1,11,8,9,11,11,4,5,80,0,0
343484,344504,0,11,11,12,-,-,5,2,10,-,-,3,51,0,1
345503,345499,0,6,15,11,11,-,11,13,9,6,-,4,82,1,1
345343,345243,1,5,13,11,11,9,11,15,7,8,11,5,101,1,1
354133,343484,0,11,11,11,-,-,8,9,9,-,-,3,59,0,0
347255,345497,1,4,14,10,-,-,11,16,12,-,-,3,67,1,2
345341,345626,1,12,8,6,11,5,10,11,11,9,11,5,94,0,1
345503,347255,0,11,9,8,11,11,7,11,11,6,8,5,93,0,0
354494,344504,0,11,7,13,12,-,7,11,11,10,-,4,82,0,2
345343,345341,0,11,8,11,12,-,7,11,7,10,-,4,77,0,1
344504,354133,0,11,13,11,-,-,6,11,8,-,-,3,60,0,1
345499,345497,1,6,11,11,9,-,11,5,13,11,-,4,77,1,1
345243,345626,0,15,11,5,11,-,13,9,11,5,-,4,80,0,1
345497,345503,0,11,17,11,-,-,3,15,9,-,-,3,66,0,1
354494,343484,0,11,11,11,-,-,9,6,8,-,-,3,56,0,0
345626,345343,0,15,11,11,11,-,13,9,13,9,-,4,92,0,2
345499,347255,1,5,20,8,9,-,11,18,11,11,-,4,93,1,1
354494,354133,1,5,11,11,7,9,11,8,5,11,11,5,89,1,0
345243,345341,1,4,11,7,7,-,11,9,11,11,-,4,71,1,0
344504,343484,0,11,12,8,11,-,8,10,11,8,-,4,79,0,1
345499,345503,1,11,5,9,8,-,9,11,11,11,-,4,75,0,0
345243,345343,0,11,11,6,11,-,9,4,11,8,-,4,71,0,0
343484,354133,0,7,9,11,11,16,11,11,9,9,14,5,108,1,1
345497,347255,1,9,11,9,11,5,11,9,11,7,11,5,94,1,0
345626,345341,0,12,11,12,-,-,10,4,10,-,-,3,59,0,2
344504,354494,1,11,7,10,8,-,5,11,12,11,-,4,75,0,1
347255,345503,0,16,4,11,11,-,14,11,5,0,-,4,72,0,1
345341,345343,1,11,9,10,5,-,6,11,12,11,-,4,75,0,1
345497,345499,0,11,11,11,-,-,7,7,3,-,-,3,50,0,0
345626,345243,0,11,11,11,-,-,9,5,8,-,-,3,55,0,0
353522,345551,1,11,9,9,4,-,7,11,11,11,-,4,73,0,0
350935,346025,0,11,9,8,11,11,9,11,11,8,5,5,94,0,0
343476,349873,1,6,6,12,-,-,11,11,14,-,-,3,60,1,1
347053,344104,0,11,11,2,11,-,5,8,11,6,-,4,65,0,0
348498,343476,0,11,10,11,14,-,8,12,5,12,-,4,83,0,2
345229,347053,1,4,7,11,5,-,11,11,8,11,-,4,68,1,0
345228,350935,0,11,11,6,13,-,8,8,11,11,-,4,79,0,1
345245,345228,0,11,10,11,10,11,9,12,8,12,8,5,102,0,2
349873,348498,1,6,6,6,-,-,11,11,11,-,-,3,51,1,0
344104,345229,1,11,4,8,5,-,7,11,11,11,-,4,68,0,0
345551,349873,0,11,13,11,-,-,7,11,4,-,-,3,57,0,1
346025,344104,1,11,6,6,6,-,7,11,11,11,-,4,69,0,0
353522,345350,1,11,8,8,11,5,7,11,11,6,11,5,89,0,0
350935,345245,1,7,11,11,10,6,11,9,8,12,11,5,96,1,1
343476,353522,1,11,11,5,9,13,5,6,11,11,15,5,97,0,1
347053,350935,0,11,11,17,-,-,4,7,15,-,-,3,65,0,1
348498,345551,0,11,11,11,-,-,9,9,6,-,-,3,57,0,0
345228,345229,0,11,11,9,10,11,8,7,11,12,6,5,96,0,1
345350,343476,0,11,11,14,-,-,7,6,12,-,-,3,61,0,1
345245,347053,0,8,11,11,12,-,11,5,9,10,-,4,77,1,1
349873,345350,1,10,4,6,-,-,12,11,11,-,-,3,54,1,1
344104,345245,1,14,13,10,10,-,12,15,12,12,-,4,98,0,4
346025,345228,0,11,3,11,5,11,8,11,6,11,8,5,85,0,0
347569,345504,1,8,9,3,-,-,11,11,11,-,-,3,53,1,0
345240,345349,0,9,12,11,11,-,11,10,8,4,-,4,76,1,1
347569,345349,1,8,5,13,5,-,11,11,11,11,-,4,75,1,1
345240,345504,1,11,7,11,7,-,13,11,7,11,-,4,78,1,1
347569,345240,0,16,11,11,-,-,14,4,5,-,-,3,61,0,1
345349,345504,1,9,11,11,5,7,11,9,7,11,11,5,92,1,0
345504,347569,1,1,11,11,3,8,11,7,3,11,11,5,77,1,0
345349,345240,1,11,7,8,9,-,8,11,11,11,-,4,76,0,0
345349,347569,0,11,11,11,-,-,9,7,7,-,-,3,56,0,0
345504,345240,1,3,11,8,7,-,11,9,11,11,-,4,71,1,0
345240,347569,0,13,2,11,7,11,11,11,7,11,7,5,91,0,1
345504,345349,0,11,4,11,11,-,9,11,6,8,-,4,71,0,0
344912,353522,1,7,11,6,11,11,11,9,11,7,13,5,97,1,1
344912,348498,1,10,5,6,-,-,12,11,11,-,-,3,55,1,1
345551,344912,1,11,11,10,6,9,3,7,12,11,11,5,91,0,1
355052,345232,0,11,7,11,9,11,8,11,9,11,8,5,96,0,0
345234,343948,1,13,9,6,-,-,15,11,11,-,-,3,65,1,1
344242,345505,1,11,2,6,9,-,5,11,11,11,-,4,66,0,0
354557,347823,1,7,6,8,-,-,11,11,11,-,-,3,54,1,0
354452,353354,0,9,11,11,11,-,11,5,8,8,-,4,74,1,0
355052,343948,1,6,7,8,-,-,11,11,11,-,-,3,54,1,0
345228,345245,1,7,11,4,9,-,11,8,11,11,-,4,72,1,0
345234,345232,1,7,9,8,-,-,11,11,11,-,-,3,57,1,0
344242,353354,1,5,12,11,8,6,11,10,8,11,11,5,93,1,1
354557,345245,1,9,9,11,11,4,11,11,9,4,11,5,90,1,0
354452,345505,0,8,13,15,9,11,11,11,13,11,9,5,111,1,2
355052,345234,0,12,6,11,11,-,10,11,6,1,-,4,68,0,1
345228,347823,1,13,7,7,-,-,15,11,11,-,-,3,64,1,1
344242,354452,0,11,11,4,12,-,7,3,11,10,-,4,69,0,1
343948,345232,0,11,11,11,-,-,7,8,8,-,-,3,56,0,0
354557,345228,1,10,11,10,3,-,12,8,12,11,-,4,77,1,2
353354,345505,1,5,5,5,-,-,11,11,11,-,-,3,48,1,0
345232,355052,1,11,6,8,6,-,7,11,11,11,-,4,71,0,0
345245,347823,1,13,8,7,8,-,11,11,11,11,-,4,80,0,1
343948,345234,0,11,11,11,-,-,3,4,8,-,-,3,48,0,0
345505,344242,0,13,11,12,-,-,11,7,10,-,-,3,64,0,2
347823,354557,0,12,11,11,-,-,10,5,8,-,-,3,57,0,1
343948,355052,1,9,11,11,4,10,11,9,5,11,12,5,93,1,1
353354,354452,1,11,11,11,9,4,5,13,6,11,11,5,92,0,1
345245,345228,0,4,12,12,11,-,11,10,10,9,-,4,79,1,2
353354,344242,1,11,5,7,12,-,3,11,11,14,-,4,74,0,1
345232,345234,1,13,10,3,9,-,11,12,11,11,-,4,80,0,2
345245,354557,0,11,11,11,-,-,7,5,9,-,-,3,54,0,0
345234,355052,1,11,10,11,10,3,8,12,8,12,11,5,96,0,2
345505,354452,1,9,9,12,11,9,11,11,10,9,11,5,102,1,1
347823,345228,0,11,4,9,11,13,9,11,11,7,11,5,97,0,1
345232,343948,1,7,9,8,-,-,11,11,11,-,-,3,57,1,0
354452,344242,1,7,7,12,12,5,11,11,10,10,11,5,96,1,2
345228,354557,0,12,6,11,12,11,14,11,8,10,9,5,104,1,2
345505,353354,0,11,11,11,-,-,6,4,3,-,-,3,46,0,0
347823,345245,0,11,10,11,10,11,6,12,7,12,4,5,94,0,2
353522,345551,1,11,10,9,3,-,7,12,11,11,-,4,74,0,1
347930,347781,1,11,5,7,10,-,6,11,11,12,-,4,73,0,1
345226,345626,1,7,11,9,9,-,11,6,11,11,-,4,75,1,0
345350,349873,0,11,11,11,-,-,6,6,4,-,-,3,49,0,0
345227,350239,1,5,11,9,11,7,11,7,11,6,11,5,89,1,0
348498,345350,0,11,11,8,13,-,9,3,11,11,-,4,77,0,1
345244,346025,1,6,11,8,12,7,11,9,11,10,11,5,96,1,1
345242,345227,0,7,8,11,11,12,11,11,5,3,10,5,89,1,1
345844,353522,1,6,5,7,-,-,11,11,11,-,-,3,51,1,0
345226,346025,1,11,7,8,-,-,13,11,11,-,-,3,61,1,1
346922,347930,0,11,11,11,-,-,8,6,6,-,-,3,53,0,0
355457,345844,0,11,11,6,11,-,5,9,11,4,-,4,68,0,0
345244,345626,1,9,9,9,-,-,11,11,11,-,-,3,60,1,0
348537,346922,1,11,8,11,10,6,7,11,8,12,11,5,95,0,1
349873,348498,1,8,9,2,-,-,11,11,11,-,-,3,52,1,0
345226,345244,0,11,8,11,12,-,8,11,9,10,-,4,80,0,1
350239,345242,0,11,11,11,-,-,5,8,6,-,-,3,52,0,0
346025,345626,1,10,11,6,7,-,12,7,11,11,-,4,75,1,1
345551,349873,0,11,11,11,-,-,8,4,6,-,-,3,51,0,0
347781,350239,0,11,13,11,-,-,2,11,8,-,-,3,56,0,1
345626,345226,0,10,11,11,2,11,12,8,5,11,6,5,87,1,1
353522,355457,1,6,8,11,11,5,11,11,7,6,11,5,87,1,0
344427,345159,0,11,6,8,13,11,8,11,11,11,9,5,99,0,1
353354,345547,1,11,12,7,7,8,7,10,11,11,11,5,95,0,1
351087,349021,1,10,11,11,10,3,12,4,2,12,11,5,86,1,2
345626,347053,1,11,2,13,10,-,7,11,15,12,-,4,81,0,2
343445,354452,0,11,7,11,11,-,6,11,8,7,-,4,72,0,0
344427,349021,0,9,11,11,10,11,11,8,7,12,6,5,96,1,1
354557,346025,1,10,8,7,-,-,12,11,11,-,-,3,59,1,1
353354,354452,0,8,11,11,11,-,11,9,3,9,-,4,73,1,0
351087,345159,1,11,6,5,7,-,6,11,11,11,-,4,68,0,0
345626,346025,0,14,11,11,11,-,12,13,6,9,-,4,87,0,2
343445,345547,1,4,8,9,-,-,11,11,11,-,-,3,54,1,0
344427,351087,1,7,11,9,-,-,11,13,11,-,-,3,62,1,1
354557,347053,1,14,8,11,11,-,16,11,9,13,-,4,93,1,2
349021,345159,1,6,6,8,-,-,11,11,11,-,-,3,53,1,0
353354,343445,1,8,8,8,-,-,11,11,11,-,-,3,57,1,0
345626,354557,1,8,7,5,-,-,11,11,11,-,-,3,53,1,0
345159,344427,0,12,8,11,11,-,10,11,6,8,-,4,77,0,1
354452,345547,1,7,11,10,11,8,11,4,12,3,11,5,88,1,1
346025,347053,1,11,7,7,2,-,6,11,11,11,-,4,66,0,0
345547,353354,0,9,11,11,11,-,11,9,4,8,-,4,74,1,0
349021,351087,1,3,3,11,11,9,11,11,5,6,11,5,81,1,0
347053,345626,1,11,5,11,8,9,8,11,5,11,11,5,90,0,0
349021,344427,1,5,11,11,9,7,11,9,7,11,11,5,92,1,0
354452,343445,1,15,11,2,7,-,17,6,11,11,-,4,80,1,1
346025,354557,1,4,12,8,12,8,11,10,11,10,11,5,97,1,2
345159,351087,0,11,11,6,6,12,1,6,11,11,10,5,85,0,1
354452,353354,1,8,8,9,-,-,11,11,11,-,-,3,58,1,0
346025,345626,0,11,7,8,11,11,8,11,11,8,9,5,95,0,0
351087,344427,1,11,6,7,11,-,7,11,11,13,-,4,77,0,1
345547,343445,0,11,7,11,11,-,9,11,5,1,-,4,66,0,0
347053,354557,0,12,11,12,-,-,10,8,10,-,-,3,63,0,2
345159,349021,1,10,8,4,-,-,12,11,11,-,-,3,56,1,1
343445,353354,0,6,11,10,11,11,11,6,12,5,4,5,87,1,1
354557,345626,1,11,11,6,5,9,5,9,11,11,11,5,89,0,0
347053,346025,0,5,11,9,13,11,11,8,11,11,7,5,97,1,1
345706,355052,0,11,11,13,-,-,9,6,11,-,-,3,61,0,1
346248,343948,1,5,5,5,-,-,11,11,11,-,-,3,48,1,0
345341,345235,0,11,10,11,11,-,4,12,8,8,-,4,75,0,1
345234,346248,1,9,11,11,13,4,11,5,9,15,11,5,99,1,1
345245,347823,1,4,11,13,5,8,11,7,11,11,11,5,92,1,1
343410,345706,1,11,11,12,11,8,13,7,14,4,11,5,102,1,2
353292,347823,1,1,6,11,-,-,11,11,13,-,-,3,53,1,1
345232,343410,1,8,6,4,-,-,11,11,11,-,-,3,51,1,0
343948,345234,0,12,11,11,-,-,10,1,4,-,-,3,49,0,1
347823,345229,0,11,6,11,11,-,8,11,9,8,-,4,75,0,0
355052,343948,0,8,12,11,11,-,11,10,4,6,-,4,73,1,1
347781,345235,0,11,10,14,12,11,7,12,12,14,7,5,110,0,3
345229,353292,0,9,11,15,11,-,11,8,13,5,-,4,83,1,1
345706,345232,0,11,11,11,-,-,9,6,7,-,-,3,55,0,0
348537,348272,1,11,7,11,8,-,13,11,3,11,-,4,75,1,1
346248,345706,1,9,11,11,-,-,11,13,13,-,-,3,68,1,2
347823,345245,1,6,9,11,8,-,11,11,8,11,-,4,75,1,0
345341,348537,1,7,9,11,5,-,11,11,4,11,-,4,69,1,0
345234,355052,1,11,11,10,9,5,8,9,12,11,11,5,97,0,1
347823,353292,0,11,11,11,-,-,8,9,9,-,-,3,59,0,0
343410,345234,0,11,11,6,11,11,8,13,11,5,6,5,93,0,1
345229,345245,1,11,4,8,7,-,8,11,11,11,-,4,71,0,0
345232,346248,1,11,9,3,11,-,7,11,11,13,-,4,76,0,1
345245,353292,0,13,11,12,11,-,15,9,10,7,-,4,88,1,2
348272,345341,0,13,11,11,11,-,15,4,8,8,-,4,81,1,1
343948,345232,1,11,11,3,12,8,13,4,11,10,11,5,94,1,2
345229,347823,1,11,7,12,11,12,9,11,14,7,14,5,108,0,2
345235,348272,1,4,13,11,5,-,11,15,9,11,-,4,79,1,1
355052,343410,0,11,11,11,-,-,6,6,6,-,-,3,51,0,0
345349,345235,0,11,11,11,-,-,6,5,7,-,-,3,51,0,0
345813,345705,1,6,11,6,6,-,11,7,11,11,-,4,69,1,0
347855,345703,1,11,8,8,11,8,4,11,11,7,11,5,90,0,0
345813,345703,1,8,11,13,9,-,11,6,15,11,-,4,84,1,1
347855,345705,0,11,16,11,11,-,5,14,13,8,-,4,89,0,2
345813,347855,0,9,11,14,11,-,11,8,12,6,-,4,82,1,1
345703,345705,0,12,11,11,-,-,10,9,9,-,-,3,62,0,1
345705,345813,1,7,4,5,-,-,11,11,11,-,-,3,49,1,0
345703,347855,0,4,12,11,18,-,11,10,8,16,-,4,90,1,2
345703,345813,1,13,10,3,5,-,11,12,11,11,-,4,76,0,2
345705,347855,0,11,11,5,11,-,4,6,11,8,-,4,67,0,0
347855,345813,0,11,5,12,13,-,9,11,10,11,-,4,82,0,2
345705,345703,1,15,5,7,-,-,17,11,11,-,-,3,66,1,1
345343,346922,1,4,11,2,12,12,11,7,11,10,14,5,94,1,2
344108,344504,0,11,12,11,-,-,9,10,9,-,-,3,62,0,1
344108,350557,0,13,5,11,11,-,11,11,9,8,-,4,79,0,1
345503,344242,1,18,5,8,11,4,16,11,11,6,11,5,101,0,1
355053,343445,0,11,11,8,11,-,8,9,11,7,-,4,76,0,0
350557,344504,0,11,11,11,-,-,8,6,7,-,-,3,54,0,0
344108,354494,0,11,11,7,11,-,5,8,11,1,-,4,65,0,0
345503,343445,1,11,12,11,4,-,5,14,13,11,-,4,81,0,2
350557,344108,0,11,11,11,-,-,7,5,6,-,-,3,51,0,0
355053,344242,0,8,11,11,13,-,11,5,9,11,-,4,79,1,1
345503,355053,0,3,4,11,11,11,11,11,2,7,9,5,80,1,0
344504,354494,1,8,12,12,11,8,11,10,14,6,11,5,103,1,2
354494,350557,1,11,11,2,8,-,13,9,11,11,-,4,76,1,1
343445,344242,1,9,11,5,-,-,11,13,11,-,-,3,60,1,1
344242,345503,1,11,8,10,-,-,13,11,12,-,-,3,65,1,2
344504,344108,1,12,7,11,11,9,10,11,13,8,11,5,103,0,2
343445,355053,1,13,12,6,9,-,11,14,11,11,-,4,87,0,2
344504,350557,1,11,8,13,11,11,13,11,11,9,13,5,111,1,3
343445,345503,1,11,5,11,8,7,8,11,8,11,11,5,91,0,0
354494,344108,0,11,11,3,11,11,13,5,11,9,4,5,89,1,1
350557,354494,1,7,7,11,7,-,11,11,3,11,-,4,68,1,0
344242,355053,1,12,11,9,11,6,14,8,11,6,11,5,99,1,1
354494,344504,0,11,11,9,11,-,9,6,11,5,-,4,73,0,0
355053,345503,1,11,4,11,9,8,7,11,8,11,11,5,91,0,0
344242,343445,0,12,11,6,11,-,10,8,11,8,-,4,77,0,1
353522,345350,0,11,4,12,12,-,8,11,10,10,-,4,78,0,2
345506,345422,0,11,7,14,11,-,9,11,12,4,-,4,79,0,1
345226,347781,0,10,7,11,12,11,12,11,7,10,9,5,100,1,2
345351,345551,0,6,11,11,7,11,11,1,8,11,7,5,84,1,0
346151,345701,1,8,6,13,-,-,11,11,15,-,-,3,64,1,1
345244,345342,1,9,17,11,14,9,11,19,6,12,11,5,119,1,2
349873,345351,1,8,10,2,-,-,11,12,11,-,-,3,54,1,1
345423,346151,0,12,11,11,11,-,14,9,7,9,-,4,84,1,1
345226,345342,1,9,3,11,7,-,11,11,9,11,-,4,72,1,0
346814,353522,1,11,8,11,7,-,13,11,6,11,-,4,78,1,1
345420,345506,0,11,11,11,-,-,8,7,7,-,-,3,55,0,0
345244,347781,0,11,11,11,10,11,13,7,9,12,7,5,102,1,2
345500,345420,0,11,13,11,-,-,8,11,5,-,-,3,59,0,1
345226,345244,1,7,9,8,-,-,11,11,11,-,-,3,57,1,0
345551,349873,0,12,11,10,12,-,10,4,12,10,-,4,81,0,3
345701,345423,0,11,7,11,12,-,7,11,9,10,-,4,78,0,1
345342,347781,1,10,11,6,7,-,12,9,11,11,-,4,77,1,1
345350,345551,0,8,11,11,8,11,11,5,6,11,6,5,88,1,0
345422,345701,0,11,11,12,-,-,6,9,10,-,-,3,59,0,1
353522,344926,0,11,11,11,-,-,8,4,8,-,-,3,53,0,0
347781,345226,1,11,7,10,13,-,7,11,12,15,-,4,86,0,2
345506,345500,0,11,12,11,-,-,7,10,7,-,-,3,58,0,1
345351,353522,0,11,11,11,-,-,2,6,4,-,-,3,45,0,0
345342,345244,0,11,11,9,11,-,9,5,11,9,-,4,76,0,0
346151,345506,1,8,8,11,14,-,11,11,5,16,-,4,84,1,1
345342,345226,1,11,11,4,7,-,13,9,11,11,-,4,77,1,1
349873,345350,1,13,14,3,8,-,15,12,11,11,-,4,87,1,2
345423,345422,0,11,11,13,-,-,6,9,11,-,-,3,61,0,1
346814,349873,1,8,14,7,11,9,11,12,11,7,11,5,101,1,1
347781,345244,1,11,10,8,-,-,13,12,11,-,-,3,65,1,2
345420,345423,0,12,11,11,-,-,10,5,8,-,-,3,57,0,1
345244,345226,0,11,11,8,5,11,8,9,11,11,8,5,93,0,0
344926,345351,1,3,2,11,6,-,11,11,8,11,-,4,63,1,0
345500,346151,1,11,8,9,10,-,7,11,11,12,-,4,79,0,1
345551,344926,1,11,11,3,8,3,8,6,11,11,11,5,83,0,0
347781,345342,0,11,10,6,11,11,7,12,11,5,5,5,89,0,1
345701,345500,0,12,7,11,11,11,14,11,7,4,2,5,90,1,1
345350,346814,0,12,11,12,8,13,14,4,10,11,11,5,106,1,3
345422,345420,0,11,7,6,11,11,9,11,11,5,7,5,89,0,0
345813,347692,1,8,7,9,-,-,11,11,11,-,-,3,57,1,0
345339,345705,1,8,9,11,9,-,11,11,4,11,-,4,74,1,0
345813,345705,0,6,11,8,11,11,11,6,11,6,7,5,88,1,0
345339,347692,1,8,9,11,12,7,11,11,6,10,11,5,96,1,1
345813,345339,1,8,11,11,6,8,11,9,9,11,11,5,95,1,0
345705,347692,0,12,11,12,-,-,10,5,10,-,-,3,60,0,2
347692,345813,0,12,7,11,9,11,10,11,8,11,6,5,96,0,1
345705,345339,0,11,11,9,11,-,9,9,11,8,-,4,79,0,0
345705,345813,1,7,9,9,-,-,11,11,11,-,-,3,58,1,0
347692,345339,0,7,6,11,11,11,11,11,9,8,3,5,88,1,0
345339,345813,1,5,11,6,8,-,11,8,11,11,-,4,71,1,0
347692,345705,1,9,11,8,11,14,11,4,11,7,16,5,102,1,1
